Gender,Race/Hispanic,Language,Current_Grade,Counselor,Grade_12_Year,City,State,ZIP,HH_Language,Translation_Req,PGP,Credential_Type,2017,2018,2019,2020,2021,2-D_Art_and_Design,Biology_AP_Exam,Calculus_AB,Calculus_BC,Calculus_BC:_AB_Subscore,Chemistry_AP_Exam,Computer_Science_Principles,Computer_Science_A,Chinese_Language_and_Culture,Drawing,English_Language_and_Composition,English_Literature_and_Composition,Environmental_Science,European_History,French_Language_and_Culture,Music_Aural_Subscore,Music_Non-Aural_Subscore,Music_Theory,Physics_1,Physics_C:_Electricity_and_Magnetism,Physics_C:_Mechanics,Spanish_Language_and_Culture,United_States_History,World_History:_Modern,Math_8_Final,Science_8_Final,English_8_Final,Math_9_Final,Science_9_Final,English_9_Final,Math_10_Final,Science_10_Final,English_10_Final,Math_11_Final,Science_11_Final,English_11_Final,Math_12_Final,Science_12_Final,English_12_Final,Math_Average,Science_Average,English_Average,Math_8_Course,Science_8_Course,English_8_Course,Math_9_Course,Science_9_Course,English_9_Course,Math_10_Course,Science_10_Course,English_10_Course,Math_11_Course,Science_11_Course,English_11_Course,Math_12_Course,Science_12_Course,English_12_Course,M_Math6,M_Math7,M_Math8,M_Algebra1,M_Geometry,M_Algebra2,M_Calculus,M_APCalculusAB,M_APCalculusBC,S_Science6,S_Science7,S_Science8,S_EarthScience,S_Biology,S_APBiology,S_Chemistry,S_APChemistry,S_Physics,S_AppliedPhysics,S_APPhysics,E_ELA6,E_ELA7,E_ELA8,E_ELA9,E_ELA10,E_ELA11,E_ELA12,E_APLanguage,E_APLiterature
Female,White/No,English,12,,,North Salem,NY,10560,English,No,Attend 2 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2008,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,82,84,76,80,83,75,78,76,83,78,83,80,79.5,81.5,,,,311,211,11,314,220,21,318,231,31,MA1210,SC1210,EN1210,,,86,86,76,75,83,,,,,82,82,80,,78,,78,,,,,,84,83,76,83,,
Female,White/No,English,12,,,Brewster,NY,10509,English,No,Attend 2 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2019,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,75541139,W9089835,,,,4,,,3,,,,,5,3,4,,,,,,,,,,,,93,98,97,95,98,98,88,93,95,95,93,99,88,94,100,91.8,95.2,97.8,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MA1210,SCAP20,ENAP11,MAAP10,SCAP30,ENAP12,95,95,93,93,95,88,95,88,,97,98,98,98,98,,93,93,,,,96,94,97,98,95,99,100,99,100
Male,White/No,English,12,BL,2013,Carmel,NY,10512,English,No,Seek employment,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,89,87,79,81,71,86,82,75,85,70,65,75,65,72,82.2,77.4,74,MA0820,SC0820,EN0830,MA0920,SC0920,EN0920,MA0045,SC1020,EN1020,MA1130,SC0015,EN0020,MA0080,SC0035,EN0021,89,86,86,79,,,,,,,86,89,81,82,,,,,,,85,,,71,75,75,77,,
Female,White/No,English,12,JD,,North Salem,NY,10560,English,No,,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,97,94,,,,,,,,,,,,,94,97,94,MA0840,SC0840,EN0810,,,,,,,,,,,,,98,94,94,94,,,,,,95,97,97,97,,,,,,,,97,96,94,,,,,,
Male,White/No,English,12,BL,2007,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,77,79,75,75,84,71,74,79,74,61,73,69,76,95,72.8,72.6,82,1309,1205,1003,311,211,11,314,220,21,339,231,31,319P,240,41,83,80,75,75,71,74,69,,,77,77,77,75,74,,61,,76,,,83,74,79,84,79,73,95,,
Female,White/No,English,12,BL,2007,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75,76,83,86,89,74,92,87,83,86,93,82.5,84.75,86.25,,,,310,220,11,314,237,20,318,240,35,319P,225P,40P,,,90,90,83,74,83,,,,,,,75,,86,,92,,,,,,76,89,,93,,93
Male,White/Yes,English,11,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95,80,91,98,93,89,90,93,,,,,,,93.33333333,94.33333333,88.66666667,MA0850,SC0820,EN0820,MA0920,SC0910,EN0920,MA1040,SC1040,EN1010,,,,,,,,,88,91,89,,,,,87,90,95,98,90,,,,,,,88,82,80,93,93,,,,
Female,White/No,English,12,JD,2018,Croton Falls,NY,10519,English,No,Attend 4 Year college outside NYS,Regents,,39610833,75542291,,,,,,,,,,,,,3,2,,,,,,,,,,,,,80,89,87,77,83,80,60,83,92,87,76,92,90,94,94,78.8,85,89,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,MA1170,SC1110,ENAP11,MA1176,SC1210,ENAP12,77,80,80,77,60,,,,,82,76,89,83,83,,76,,94,,,86,84,87,80,92,92,94,92,94
Female,White/No,English,12,BL,2017,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,71196577,39609321,,,,,,,,,,,,,,2,2,,,,,,,,,,,1,,80,84,92,73,81,87,86,86,94,65,94,94,91,96,98,79,88.2,93,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1120,SC1110,EN1040,MA1210,SC0055,ENAP11,MA0095,SC1210,ENAP12,89,81,80,80,73,86,65,,,82,90,84,84,81,,86,,96,,,91,88,92,87,94,94,98,94,98
Male,White/Yes,English,12,BL,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,75,80,83,71,90,65,78,69,,,,77.66666667,74.66666667,79.66666667,,,,1545,232,11,ma901,220,21,MA1010,SC0910,EN1110,,,,,,67,67,65,,,,,,,78,78,71,,75,,,,,,,,80,90,69,,,
Male,White/No,English,3,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2014,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,86,85,81,95,83,65,72,83,82,82,83,58,94,94,72.6,85.8,85.6,MA0840,SC0840,EN0810,MA1010,SC1010,EN0910,MA1110,SC1140,EN1010,MA1210,SCAP10,EN1110,MAAP30,SC1210,EN1210,89,84,77,77,81,65,82,,,90,91,86,86,95,82,72,,94,,,90,83,85,83,83,83,94,,
Male,White/No,English,12,JD,2020,Purdys,NY,10578,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,94,93,84,93,88,94,88,87,97,89,93,91,91,100,93.2,91,92.2,MA0850,SC0820,EN0820,MA0920,SC0920,EN0920,MA0045,SC1020,EN1020,MA1175,SC1110,EN1120,MA1176,SC1210,EN1220,89,84,86,84,,,,,,86,92,94,93,88,,89,,91,,,81,,93,88,87,93,100,,
Male,White/No,English,12,,,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,93,97,90,78,74,89,75,75,94,99,96,,,,90.75,86.25,85.5,MA0810,SC0840,EN0810,MA0910,SC1010,EN0910,EDMA20,EDSC10,EDEN10,MA1170,SC0055,EN1110,,,,92,93,90,90,,,,,,95,96,93,93,78,,,,,,,95,93,97,74,,96,,,
Female,White/No,English,12,GC,2011,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,98,97,94,97,96,94,96,96,98,94,97,97,96,99,96,96.2,97,1306P,1204P,1003P,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SC1210,ENAP12,98,100,97,,94,94,,98,97,94,96,,,97,96,96,94,96,,,97,95,97,96,96,97,99,97,99
Male,White/No,English,12,,2010,North Salem,NY,10560,English,No,Attend 2 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,95,95,88,88,,90,91,92.5,89.33333333,,,,,,,MAT09,SCI09,ENG09,GEO1,ENVSC,ENG11,MA1201,,EN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2013,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,97,90,92,95,95,86,91,95,95,92,100,,93,93,90.5,93.6,94.6,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP10,ENAP11,,SC1210,ENAP12,93,90,89,89,92,86,,95,,84,88,97,97,95,92,91,,93,,,93,90,90,95,95,100,93,100,93
Female,White/No,English,12,BL,2007,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,92,93,90,90,91,96,95,95,91,90,95,90,92,96,92.2,91.8,94,1708,1205,1003,311,211,10,314,221,20,318,237,35,319P,230,40P,87,86,93,90,96,91,90,,,84,90,92,90,95,92,90,,,,,91,90,93,91,95,,96,,96
Female,White/No,English,9,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,91,87,,,,,,,,,,,,,78,91,87,MA0840,SC0840,EN0810,,,,,,,,,,,,,90,85,78,78,,,,,,86,90,91,91,,,,,,,,91,89,87,,,,,,
Male,White/No,English,12,BL,2008,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,91,92,85,93,88,86,84,91,90,88,93,95,94,97,90.2,90,92.2,1708,1204,1003,316,221,10,337,237,20,321,230,35P,MAAP20,SCAP40,ENAP12,95,89,89,,85,86,,90,95,94,98,91,91,93,88,84,,95,,94,95,89,92,88,91,93,97,93,97
Male,White/No,English,12,BL,2019,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,75541481,18Z8W7Z0,,,3,,,,,,,,,4,2,3,,,,,,,,,,,,77,86,83,83,86,80,69,80,85,88,79,85,73,65,81,78,79.2,82.8,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1110,SC1110,EN1040,MA1210,SCAP10,ENAP11,MAAP10,SCAP30,ENAP12,90,86,77,77,83,69,88,73,,91,95,86,86,86,79,80,,,,,86,80,83,80,85,85,81,85,81
Male,White/No,English,12,BL,2012,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,76,76,80,79,74,69,62,73,85,84,57,83,,86,79.4,75.25,73.2,MA0810,SC0840,EN0810,MA0910,SC1010,EN0910,MA1010,SC1110,EN1010,MA1160,SC1210,EN1110,MA0080,,EN1210,74,73,80,80,69,,,,,75,85,76,76,79,,62,,84,,,71,84,76,74,73,75,86,,
Male,White/No,English,12,BL,2016,Somers,NY,10589,English,No,Attend 4 Year college in NYS,Regents,70814439,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,71,78,87,65,79,87,84,80,80,65,87,89,89,90,93,74.8,82.8,87.2,MA0840,SC0840,EN0810,MA1010,SC1010,EN0910,MA1120,SC1110,EN1010,MA1210,SC1210,EN1110,MA0095,SC0050,EN1210,88,85,71,71,65,84,65,,,86,87,78,78,79,,80,,87,,,90,87,87,87,80,89,93,,
Male,White/Yes,Spanish,4,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,GC,2009,Croton Falls,NY,10519,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,87,80,67,81,77,71,82,76,69,72,80,88,92,87,77.2,82.8,80,1708,1205,1003,324,211,11,349,220,21,MA1110,SC1110,EN1110,MA1210,SC1210,EN1210,77,80,81,67,71,69,88,,,77,82,87,81,82,,72,,92,,,82.67,82,80,77,76,80,87,,
Female,White/No,English,12,GC,2012,Carmel,NY,10512,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,96,95,91,96,95,95,94,97,97,97,96,94,99,99,93.8,96.4,96.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP20,SC0050,ENAP12,94,,92,92,91,95,,97,94,94,,96,96,96,,94,,97,,,95,,95,95,97,96,99,96,99
Female,White/No,English,12,GC,2014,Carmel,NY,10512,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,90,93,85,86,87,85,91,95,96,81,95,90,92,97,87.8,88,93.4,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1110,SC1110,EN1040,MA1210,SCAP20,ENAP11,MAAP30,SC1210,ENAP12,87,85,83,83,85,85,96,,,82,87,90,90,86,,91,81,92,,,82,82,93,87,95,95,97,95,97
Female,White/No,English,12,,,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with CTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2017,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents,71195589,39609304,,,,,3,,,,,,,,,3,3,,,,,,,,,,,,,77,85,90,77,87,93,87,89,94,80,78,96,94,98,93,83,87.4,93.2,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1120,SC1110,EN1040,MA1210,SCAP10,ENAP11,MA0095,SC1210,ENAP12,85,83,77,77,77,87,80,,,83,89,85,85,87,78,89,,98,,,91,87,90,93,94,96,93,96,93
Female,White/No,English,12,JD,2020,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,91,90,78,91,86,94,90,85,95,87,95,80,,,89.4,89.75,89,MA0850,SC0820,EN0820,MA0920,SC0920,EN0920,MA0045,SC1010,EN1020,MA1175,SC1110,EN1120,MA1110,,,87,80,85,78,,80,,,,80,83,91,91,90,,87,,,,,80,83,90,86,85,95,,,
Male,White/No,English,11,GC,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,79,76,100,85,81,73,80,80,,,,,,,82,81.33333333,79,MA0830,SC0820,EN0820,MA0050,LS0920,EN0930,MA1150,SC1020,EN0935,,,,,,,,,,,,,,,,80,81,79,,80,,,,,,,73,77,76,,,,,,
Female,White/No,English,12,BL,2009,Purdys,NY,10578,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,93,90,73,91,81,77,85,84,73,66,78,88,71,86,79.6,81.2,83.8,1309,1205,1003,324,211,11,349,221,21,MA1110,SC1140,EN1110,MA1210,SC1210,EN1210,85.67,85,87,73,77,73,88,,,86,87,93,91,85,,66,,71,,,84.33,82,90,81,84,78,86,,
Female,Asian/No,English,12,BL,2013,Somers,NY,10589,English,No,Attend 4 Year college in NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,96,94,90,95,94,91,90,97,87,99,96,98,83,98,92,92.6,95.8,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MA0095,SCAP20,ENAP12,95,96,94,94,90,91,,87,,94,96,96,96,95,,90,83,99,,,94,96,94,94,97,96,98,96,98
Male,White/No,English,12,GC,2007,Carmel,NY,10512,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,81,,,80,,,91,,,82.5,,,,,,17,,,17,,,22,,,39P,,,90,90,92,87,,,,,,,,78,,,,,,,,,83,81,,80,91,,
Male,White/No,English,12,GC,2016,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,70802139,,,,,,5,,5,5,,,,,,,4,,,,,,,,,,,,5,96,98,97,100,98,99,98,98,99,96,100,100,97,98,100,97.4,98.4,99,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP20,SCAP10,ENAP12,99,99,96,96,100,98,,96,97,97,97,98,98,98,98,98,96,100,,,96,96,97,99,99,100,100,100,100
Female,Multiracial/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,GC,2012,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,98,97,97,98,98,91,95,98,98,97,99,93,98,100,94.2,97.2,98.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP20,SC0055,ENAP12,95,95,92,92,97,91,,98,93,95,95,98,98,98,,95,,97,,,96,98,97,98,98,99,100,99,100
Male,White/No,English,11,BL,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,93,89,86,93,95,95,94,92,,,,,,,89,93.33333333,92,MA0810,SC0840,EN0810,MA0910,SC1040,EN0940,MA1010,SC1140,EN1040,,,,,,,92,88,86,86,95,,,,,93,92,93,93,93,,94,,,,,92,91,89,95,92,,,,
Male,White/Yes,English,10,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,Asian/No,English,12,BL,2015,Croton Falls,NY,10578,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,82,92,82,85,91,81,86,93,71,81,95,65,83,97,76.8,83.4,93.6,MA0810,SC0810,EN0810,MA0910,SC0910,EN0940,MA1010,SC1010,EN1040,MA1110,SC1110,ENAP11,MA1210,SC1210,ENAP12,65,68,85,82,81,71,65,,,70,80,82,85,86,,81,,83,,,75,84,92,91,93,95,97,95,97
Female,White/No,English,12,BL,2014,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,98,99,96,97,99,93,95,99,92,91,100,92,97,99,93.6,95.6,99.2,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SCAP40,ENAP12,96,98,95,95,96,93,,92,92,94,98,98,98,97,,95,91,,,97,95,96,99,99,99,100,99,100,99
Female,White/No,English,12,BL,2016,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,70802147,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,84,93,92,84,92,86,70,91,93,91,90,96,80,96,94,81.8,92.4,92.2,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1110,EN1040,MA1210,SCAP30,ENAP11,MA1240,SC1210,ENAP12,97,92,84,84,84,70,80,,,96,96,93,93,92,,91,,96,,,95,92,92,86,93,96,94,96,94
Male,White/No,English,4,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,JD,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,96,91,90,86,92,92,91,93,96,91,100,,,,92.5,91,94,MA0810,SC0840,EN0810,MA0910,SC1040,EN0910,MA1040,SC1140,EN1010,MA1140,SCAP20,ENAP11,,,,95,93,92,90,92,96,,,,95,89,96,96,86,,91,91,,,,94,89,91,92,93,100,,100,
Male,White/No,English,12,GC,2008,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,86,86,88,91,87,80,80,83,76,81,87,94,90,92,85.4,85.6,87,1309,1204,1003,311,221,11,314,237,21,318,230,31,MA1210,SC1210,EN1210,87,85,89,88,80,76,94,,,87,93,86,86,91,81,80,,90,,,86,81,86,87,83,87,92,,
Male,White/No,English,12,BL,2014,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,84,84,90,93,94,83,90,94,87,73,94,86,,95,84.8,85,92.2,MA0840,SC0810,EN0810,MA1010,SC0910,EN0910,MA1110,SC1040,EN1040,MA1210,SC1140,ENAP11,MA0095,,ENAP12,95,89,78,78,90,83,87,,,89,88,84,93,90,,73,,,,,90,87,84,94,94,94,95,94,95
Male,White/No,English,12,GC,2007,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,93,87,95,96,89,95,91,92,91,91,92,87,91,97,92,92.4,91.4,1306,1205,1003,316,211,11,337,221,21,321,237,31,329,225P,41,98,96,92,,95,95,,91,,88,87,93,96,91,,91,,,,,90,87,87,89,92,92,97,,
Male,White/No,English,12,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,BL,2016,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,71196992,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,92,94,91,86,91,87,85,89,93,86,92,96,86,100,99,87,93.2,93.2,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,MA1110,SC1110,EN1110,MA1210,SC0050,EN1210,84,81,92,86,85,86,86,,,80,80,94,91,89,,92,,,,,90,80,91,87,93,96,99,,
Female,White/No,English,12,GC,2010,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,94,91,91,90,94,87,89,95,95,96,96,87,,98,90,92.25,94.8,1306,1204,1003,345,221,11P,MA1140,SC1140,EN1010,MAAP10,SC1210,ENAP11,MAAP20,,ENAP12,95,94,90,,91,87,,95,87,94,91,94,94,90,,89,,96,,,90,90,91,94,95,96,98,96,98
Male,White/No,English,12,BL,2008,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,83,83,77,76,80,72,83,92,73,74,82,97,92,86,81.6,81.6,84.6,1708,1205,1003,311,211,11,314,220,57,318,231,46,MA0005,SC1210,EN1210,81,74,77,77,72,73,,,,81,85,83,76,83,,74,,92,,,83,81,83,80,79,80,86,,
Female,Multiracial/No,English,12,GC,2015,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,91,87,90,91,92,72,98,85,81,88,89,95,94,90,83.4,92.4,88.6,MA0840,SC0840,EN0810,MA1010,SC1040,EN0910,MA1110,SC0055,EN1010,MA1210,SC1110,EN1110,MA0095,SC1210,EN1210,91,92,79,79,90,72,81,,,87,95,91,91,91,,88,,94,,,90,89,87,92,85,89,90,,
Male,White/No,English,12,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,94,90,,,,,,,,,,,,,91,94,90,MA0840,SC0840,EN0810,,,,,,,,,,,,,94,94,91,91,,,,,,89,93,94,94,,,,,,,,93,91,90,,,,,,
Female,White/No,English,12,JD,2018,Croton Falls,NY,10519,English,No,Attend 4 Year college in NYS,Regents with Honors,70802074,39609223,75540752,,,,2,,,,,,,,,4,3,,3,,,,,,,,,,3,83,95,90,92,93,94,84,81,98,88,85,97,85,95,99,86.4,89.8,95.6,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1110,SC1140,EN1040,MA1210,SCAP10,ENAP11,MA1240,SC1210,ENAP12,85,86,83,83,92,84,85,,,90,93,95,95,93,85,81,,95,,,92,92,90,94,98,97,99,97,99
Female,White/No,English,12,BL,2018,Croton Falls,NY,10519,English,No,Attend 4 Year college outside NYS,Regents with Honors,70801523,39623170,75541414,,,,4,,,,,,,,,4,4,,3,,,,,,,,,,,95,98,96,94,98,96,94,93,98,87,92,99,,,99,92.5,95.25,97.6,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1110,SC1140,EN1040,MA1240,SCAP10,ENAP11,,,ENAP12,95,94,95,95,94,94,87,,,94,95,98,98,98,92,93,,,,,96,94,96,96,98,99,99,99,99
Female,White/No,English,12,BL,2008,Croton Falls,NY,10519,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,73,81,72,71,85,79,76,83,91,83,90,85,85,92,79.8,77.6,86.2,1309,1205,1003,391,211,11,311,220,21,341P,232,57P,MA0005,SC0010,EN1210,76,65,72,91,,,,,,76,79,73,71,76,,83,,,85,,81,77,81,85,83,78,92,,
Male,Asian/No,English,3,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,GC,2008,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,72,78,82,71,80,83,68,73,82,80,70,65,82,86,75.8,74.6,77.4,1309,1205,1003,391,211,11,311,220,21,349,232,31,MA1110,SC0010,EN1210,77,72,67,83,82,65,,,,72,76,72,71,68,,80,,,82,,81,76,78,80,73,70,86,,
